Conn Time., Send Time, Recv Time,,,,,
0.3034,0.0365,1.0507,,,,,
0.2807,0.0357,0.9783,,,,,
0.501,0.0197,2.2135,,,,,
0.5464,0.055,2.144,,,,,
0.5134,0.021,1.4681,,,,,
0.3287,0.0171,1.2197,,,,,
0.2732,0.0358,1.0061,,,,,
0.2457,0.0161,1.1005,,,,,
0.2513,0.0338,0.9344,,,,,
0.2639,0.0489,1.9437,,,,,
0.524,0.0202,1.7976,,,,,
0.3235,0.0182,1.6741,,,,,
0.3619,0.0183,1.6927,,,,,
0.2888,0.0156,1.0718,,,,,
0.2211,0.0373,1.0609,,,,,
0.2258,0.0131,1.005,,,,,
0.2198,0.0131,1.4122,,,,,
0.4182,0.0186,1.3213,,,,,
0.3007,0.0364,1.0064,,,,,
0.2462,0.0451,0.9967,,,,,
0.2173,0.0151,1.4728,,,,,
0.4216,0.0531,1.0874,,,,,
0.2538,0.0141,1.0151,,,,,
0.2224,0.0134,0.9722,,,,,
0.2084,0.0334,0.9204,,,,,
0.2666,0.0166,1.4924,,,,,
0.4447,0.0416,1.754,,,,,
0.2987,0.0359,1.0099,,,,,
0.2564,0.0341,0.9222,,,,,
0.2183,0.0172,1.024,,,,,
0.2162,0.0129,1.196,,,,,
0.3381,0.0171,1.4315,,,,,
0.2547,0.0139,1.0025,,,,,
0.2122,0.0125,1.1887,,,,,
0.553,0.0742,1.4881,,,,,
0.393,0.0375,1.1418,,,,,
0.259,0.0342,0.908,,,,,
0.2406,0.0338,0.9495,,,,,
0.2602,0.0408,1.4544,,,,,
0.2195,0.0124,1.0456,,,,,
0.2625,0.0189,1.3112,,,,,
0.3059,0.0507,1.3297,,,,,
0.4872,0.0509,1.5613,,,,,
0.492,0.0429,1.1779,,,,,
0.2707,0.0359,1.022,,,,,
0.2292,0.0337,0.9428,,,,,
0.229,0.0334,0.9767,,,,,
0.2301,0.0156,1.0847,,,,,
0.2264,0.0335,0.9127,,,,,
0.2245,0.0329,1.1693,,,,,
0.4027,0.0523,2.4897,,,,,
0.5667,0.2041,1.5798,,,,,
0.5132,0.0528,2.357,,,,,
0.4901,0.0262,1.8519,,,,,
0.5232,0.0533,1.125,,,,,
0.3907,0.0535,2.0681,,,,,
0.6559,0.0971,2.7071,,,,,
0.5075,0.0644,1.4867,,,,,
0.4023,0.0573,1.4822,,,,,
0.376,0.0473,1.2392,,,,,
0.27,0.0166,1.0357,,,,,
0.3554,0.0224,1.3238,,,,,
0.5163,0.0526,2.0574,,,,,
0.3905,0.047,1.2895,,,,,
0.3624,0.0162,2.0172,,,,,
0.2489,0.0146,1.376,,,,,
0.3261,0.0408,1.2509,,,,,
0.3011,0.037,1.0372,,,,,
0.2574,0.0346,1.6739,,,,,
0.5354,0.0652,1.6743,,,,,
0.4036,0.0243,2.0034,,,,,
0.4878,0.0254,1.1102,,,,,
0.246,0.0141,1.0881,,,,,
0.2482,0.0134,1.0843,,,,,
0.2816,0.0359,1.2733,,,,,
0.3443,0.0367,1.4761,,,,,
0.5812,0.0621,1.8034,,,,,
0.4179,0.0398,1.5172,,,,,
0.4407,0.0428,1.5018,,,,,
0.3488,0.0379,1.1345,,,,,
0.3349,0.0487,1.1951,,,,,
0.3974,0.0519,1.1084,,,,,
0.2674,0.0217,1.7495,,,,,
0.4364,0.0482,2.2786,,,,,
0.3596,0.0175,1.2257,,,,,
0.2897,0.0224,1.4376,,,,,
0.4771,0.0558,1.4703,,,,,
0.3318,0.0379,1.0572,,,,,
0.2511,0.0342,0.9506,,,,,
0.2453,0.0334,1.5214,,,,,
0.4881,0.0282,1.5073,,,,,
0.4896,0.0252,1.2357,,,,,
0.4359,0.0169,1.1134,,,,,
0.2336,0.0137,1.0696,,,,,
0.2566,0.0199,1.1805,,,,,
0.284,0.0481,1.4106,,,,,
0.2895,0.0162,1.1344,,,,,
0.5581,0.022,1.7776,,,,,
0.4969,0.0453,1.7173,,,,,
0.496,0.0538,1.1046,,,,,
0.3303,0.0256,1.391,,,,,
0.3447,0.0384,1.1428,,,,,
0.3502,0.0233,1.4986,,,,,
0.3217,0.0168,1.9298,,,,,
0.471,0.0604,1.7979,,,,,
0.5077,0.0483,1.7736,,,,,
0.453,0.0518,1.1739,,,,,
0.3851,0.0513,1.1548,,,,,
0.308,0.0177,1.2687,,,,,
0.4055,0.0529,1.117,,,,,
0.465,0.0548,2.5579,,,,,
0.6073,0.0582,1.978,,,,,
0.3961,0.0403,1.6554,,,,,
0.3298,0.0389,1.8137,,,,,
0.3494,0.0176,1.1249,,,,,
0.2286,0.0135,0.9912,,,,,
0.2376,0.0131,1.118,,,,,
0.3935,0.0519,2.3669,,,,,
0.52,0.041,1.2667,,,,,
0.2821,0.0203,1.1121,,,,,
0.2449,0.0348,0.9382,,,,,
0.2545,0.0349,1.0111,,,,,
0.2367,0.0135,1.0235,,,,,
0.2314,0.0132,1.0402,,,,,
0.235,0.0132,1.6078,,,,,
0.4805,0.0265,2.0643,,,,,
0.5111,0.0258,1.7588,,,,,
0.3067,0.0167,1.2316,,,,,
0.2578,0.0144,1.0461,,,,,
0.236,0.0472,1.1989,,,,,
0.303,0.0361,1.0846,,,,,
0.2757,0.0358,1.2287,,,,,
0.3959,0.0259,1.7648,,,,,
0.5571,0.0575,1.4936,,,,,
0.2842,0.0159,1.4569,,,,,
0.3283,0.0447,1.1361,,,,,
0.2688,0.0151,1.0848,,,,,
0.2289,0.0132,1.004,,,,,
0.2644,0.0355,1.0154,,,,,
0.2678,0.0139,1.0263,,,,,
0.4287,0.0552,1.9264,,,,,
0.409,0.0566,1.4119,,,,,
0.3297,0.0381,1.0749,,,,,
0.3786,0.0516,1.1798,,,,,
0.4324,0.0558,1.1074,,,,,
0.2991,0.0373,1.0867,,,,,
0.242,0.0141,1.0941,,,,,
0.2477,0.0144,1.3526,,,,,
0.5085,0.0585,2.2273,,,,,
0.3635,0.0176,1.9379,,,,,
0.3002,0.0375,1.1107,,,,,
0.2623,0.0351,1.1522,,,,,
0.3017,0.0181,1.4316,,,,,
0.3018,0.0365,1.1176,,,,,
0.2545,0.0144,1.4416,,,,,
0.4915,0.0599,1.8226,,,,,
0.3752,0.0188,1.1969,,,,,
0.267,0.048,1.3406,,,,,
0.3668,0.0465,1.0435,,,,,
0.2506,0.0341,0.9318,,,,,
0.2181,0.0153,1.0068,,,,,
0.3698,0.0488,1.3374,,,,,
0.3405,0.0203,1.7302,,,,,
0.4979,0.0192,1.4468,,,,,
0.4812,0.0519,1.203,,,,,
0.2456,0.0143,1.0875,,,,,
0.281,0.0357,0.9978,,,,,
0.2443,0.014,1.2737,,,,,
0.2626,0.0345,1.0041,,,,,
0.2666,0.0172,1.0756,,,,,
0.2631,0.0488,1.7209,,,,,
0.5104,0.0581,2.0105,,,,,
0.3923,0.0248,1.5373,,,,,
0.2264,0.0133,1.0761,,,,,
0.2953,0.0213,1.296,,,,,
0.3192,0.0165,1.1719,,,,,
0.277,0.0153,1.0683,,,,,
0.2593,0.0144,1.5514,,,,,
0.5891,0.0618,1.7813,,,,,
0.4707,0.0541,1.359,,,,,
0.4436,0.0404,1.4642,,,,,
0.3189,0.037,1.1496,,,,,
0.2649,0.0147,1.1022,,,,,
0.2244,0.0125,1.097,,,,,
0.2449,0.0131,0.983,,,,,
0.2553,0.0484,1.5988,,,,,
0.4841,0.1011,2.3297,,,,,
0.4194,0.0465,1.1713,,,,,
0.2482,0.0348,1.3043,,,,,
0.2262,0.0171,1.0389,,,,,
0.2592,0.0151,1.1076,,,,,
0.3323,0.018,1.2675,,,,,
0.2522,0.0345,1.1514,,,,,
0.4594,0.0513,1.4196,,,,,
0.4816,0.0546,1.4672,,,,,
0.4237,0.0484,1.3163,,,,,
0.2877,0.015,1.0794,,,,,
0.2436,0.0136,1.0564,,,,,
0.2388,0.0349,0.9207,,,,,
0.2563,0.0353,1.2127,,,,,
0.2873,0.0357,1.2681,,,,,
0.397,0.0406,1.8459,,,,,
0.3696,0.0176,1.7567,,,,,
0.3422,0.0174,1.3851,,,,,
0.3543,0.0155,1.0746,,,,,
0.236,0.0142,1.0835,,,,,
0.2574,0.0132,1.2092,,,,,
0.2122,0.0125,0.9594,,,,,
0.2073,0.0122,1.2139,,,,,
0.4056,0.0577,1.4462,,,,,
0.3937,0.039,1.4253,,,,,
0.3011,0.0357,1.0862,,,,,
0.3161,0.047,1.0919,,,,,
0.4241,0.0474,1.5492,,,,,
0.3668,0.0202,1.1495,,,,,
0.2527,0.0194,1.2012,,,,,
0.4524,0.0564,1.968,,,,,
0.4567,0.0568,1.5635,,,,,
0.5063,0.0512,1.0829,,,,,
0.2727,0.0348,0.96,,,,,
0.34,0.0364,1.2396,,,,,
0.4541,0.0558,1.2668,,,,,
0.356,0.0499,1.1475,,,,,
0.3581,0.0629,2.0603,,,,,
0.4226,0.0217,1.719,,,,,
0.3408,0.0171,1.1779,,,,,
0.2375,0.0348,0.9376,,,,,
0.2489,0.033,1.3402,,,,,
0.2313,0.0398,0.9882,,,,,
0.2182,0.0147,1.2287,,,,,
0.3619,0.0187,1.6989,,,,,
0.5179,0.0617,2.1312,,,,,
0.4473,0.0178,1.2368,,,,,
0.2228,0.0129,1.1266,,,,,
0.2263,0.0374,1.0114,,,,,
0.2556,0.0342,0.9472,,,,,
0.2301,0.0351,0.9317,,,,,
0.2346,0.0348,0.9249,,,,,
0.2264,0.0333,1.3156,,,,,
0.4644,0.0577,1.5503,,,,,
0.3842,0.0393,1.48,,,,,
0.2952,0.0366,1.3094,,,,,
0.2293,0.0471,1.3015,,,,,
0.2134,0.0335,1.0491,,,,,
0.2333,0.0138,1.0038,,,,,
0.2094,0.0123,0.9767,,,,,
0.2211,0.0337,0.9142,,,,,
0.214,0.0165,1.9127,,,,,
0.4698,0.0547,1.3643,,,,,
0.3571,0.0367,1.2257,,,,,
0.3933,0.014,1.0412,,,,,
0.2211,0.0128,0.9807,,,,,
0.2091,0.0127,0.9747,,,,,
0.2094,0.0125,1.0292,,,,,
0.2071,0.0121,0.9785,,,,,
0.2177,0.0122,1.0336,,,,,
0.3251,0.023,1.9632,,,,,
0.3624,0.0186,1.8144,,,,,
0.4453,0.041,1.3058,,,,,
0.2794,0.0354,1.21,,,,,
0.3574,0.0655,1.5651,,,,,
0.2847,0.0142,1.0676,,,,,
0.2471,0.018,1.0273,,,,,
0.3352,0.0559,1.7913,,,,,
0.4081,0.0193,1.4097,,,,,
0.2861,0.0159,1.6571,,,,,
0.3726,0.0575,1.1376,,,,,
0.2933,0.0365,1.011,,,,,
0.2419,0.034,0.9483,,,,,
0.2307,0.034,0.9208,,,,,
0.2111,0.041,1.1052,,,,,
0.2887,0.0588,1.4813,,,,,
0.4131,0.0407,1.4834,,,,,
0.3664,0.0396,1.0776,,,,,
0.297,0.0488,1.233,,,,,
0.2926,0.044,1.127,,,,,
0.3182,0.0151,1.0957,,,,,
0.2333,0.0133,1.0119,,,,,
0.2277,0.0335,0.9719,,,,,
0.2158,0.0169,1.3663,,,,,
0.5159,0.0556,1.4658,,,,,
0.5043,0.0389,1.4266,,,,,
0.2287,0.0134,1.0104,,,,,
0.2121,0.0125,0.9889,,,,,
0.3514,0.0515,1.2278,,,,,
0.2607,0.0143,1.0889,,,,,
0.2604,0.034,1.0744,,,,,
0.2322,0.0128,1.3268,,,,,
0.4772,0.0572,1.6229,,,,,
0.7372,0.0416,1.0136,,,,,
0.2766,0.0131,0.9951,,,,,
0.2156,0.0126,1.0143,,,,,
0.2242,0.033,0.9642,,,,,
0.2312,0.0135,1.0067,,,,,
0.3383,0.0504,1.0029,,,,,
0.2527,0.0346,0.9152,,,,,
0.2281,0.2284,1.0532,,,,,
0.4446,0.0538,1.4039,,,,,
0.3097,0.0171,1.0948,,,,,
0.2214,0.0151,1.6592,,,,,
0.3057,0.0161,1.177,,,,,
0.2211,0.0128,0.9867,,,,,
0.2097,0.0123,1.026,,,,,
0.2267,0.0121,1.1709,,,,,
0.3736,0.0216,1.9269,,,,,
0.3686,0.0465,1.3429,,,,,
0.315,0.0375,1.014,,,,,
0.2324,0.034,0.9696,,,,,
0.2336,0.0332,0.9973,,,,,
0.2214,0.0329,1.0401,,,,,
0.2042,0.0119,0.995,,,,,
0.2194,0.0116,0.9838,,,,,
0.2386,0.0123,1.051,,,,,
0.2765,0.0462,1.933,,,,,
0.604,0.0466,1.3389,,,,,
0.3136,0.0374,0.9684,,,,,
0.2389,0.0338,0.9554,,,,,
0.2477,0.0517,1.1662,,,,,
0.2505,0.0329,0.985,,,,,
0.2889,0.0417,0.9341,,,,,
0.2538,0.0433,0.9756,,,,,
0.2428,0.0476,1.2578,,,,,
0.4864,0.0264,1.4823,,,,,
0.4629,0.0525,1.7073,,,,,
0.393,0.0188,1.3947,,,,,
0.3332,0.0175,1.1562,,,,,
0.2501,0.0336,1.0834,,,,,
0.2872,0.0212,1.218,,,,,
0.3439,0.0385,1.6557,,,,,
0.5091,0.0589,1.3894,,,,,
0.5659,0.0193,1.2891,,,,,
0.3841,0.0279,1.4685,,,,,
0.2627,0.0143,0.9998,,,,,
0.276,0.0132,1.0847,,,,,
0.2404,0.0139,1.0098,,,,,
0.2273,0.0135,1.1812,,,,,
0.2174,0.0134,1.0917,,,,,
0.3212,0.0238,1.7749,,,,,
0.385,0.0395,1.2531,,,,,
0.264,0.0355,0.9673,,,,,
0.2834,0.051,1.2845,,,,,
0.4921,0.0512,1.7729,,,,,
0.3886,0.0254,1.578,,,,,
0.3588,0.0185,1.3855,,,,,
0.508,0.0624,2.588,,,,,
0.4209,0.0573,1.4133,,,,,
0.3416,0.0661,1.2562,,,,,
0.411,0.0543,1.4454,,,,,
0.3443,0.0389,1.1048,,,,,
0.3025,0.0364,1.0301,,,,,
0.2256,0.0134,1.7093,,,,,
0.448,0.0659,1.698,,,,,
0.403,0.0474,1.2651,,,,,
0.2639,0.0151,1.3934,,,,,
0.2784,0.036,1.2022,,,,,
0.2912,0.0434,1.1001,,,,,
0.4184,0.0492,1.3453,,,,,
0.3314,0.0388,1.0942,,,,,
0.5516,0.059,1.7661,,,,,
0.5113,0.02,1.3784,,,,,
0.3061,0.0166,1.1487,,,,,
0.2717,0.016,1.2026,,,,,
0.2851,0.0364,1.2329,,,,,
0.3004,0.0359,1.0468,,,,,
0.2704,0.0355,2.2305,,,,,
0.579,0.0662,2.0026,,,,,
0.5062,0.0611,1.309,,,,,
0.3708,0.3187,0.9739,,,,,
0.3537,0.0381,1.0328,,,,,
0.3056,0.0187,1.0886,,,,,
0.2408,0.0143,1.1698,,,,,
0.2605,0.014,1.4361,,,,,
0.728,0.0661,2.2288,,,,,
0.4866,0.0201,1.3805,,,,,
0.3586,0.0473,1.0245,,,,,
0.253,0.0341,0.9768,,,,,
0.2611,0.0351,0.9822,,,,,
0.2472,0.0347,1.0718,,,,,
0.3283,0.0165,1.1669,,,,,
0.2975,0.0163,1.2418,,,,,
0.5096,0.0596,1.8525,,,,,
0.8717,0.0545,1.3589,,,,,
0.3243,0.0458,1.0853,,,,,
0.2673,0.0153,1.118,,,,,
0.2381,0.0141,1.084,,,,,
0.2447,0.0222,1.1231,,,,,
0.2804,0.0356,1.0997,,,,,
0.3065,0.0502,1.6168,,,,,
0.5652,0.023,1.6838,,,,,
0.3755,0.0395,1.7389,,,,,
0.4353,0.0191,1.7207,,,,,
0.2889,0.0161,1.2496,,,,,
0.2881,0.0163,1.3713,,,,,
0.2538,0.0149,1.0415,,,,,
0.2713,0.0372,2.2743,,,,,
0.4069,0.0421,1.4613,,,,,
0.3782,0.0405,1.1284,,,,,
0.369,0.056,1.1859,,,,,
0.3463,0.0385,1.1832,,,,,
0.2838,0.0374,0.9569,,,,,
0.2616,0.0346,1.0866,,,,,
0.2523,0.0343,0.9199,,,,,
0.2878,0.0189,1.5998,,,,,
0.4663,0.0195,1.6011,,,,,
0.2635,0.0213,1.0485,,,,,
0.2202,0.0127,0.9891,,,,,
0.2335,0.0336,1.0979,,,,,
0.4052,0.0716,1.3833,,,,,
0.3204,0.0425,1.0881,,,,,
0.2524,0.0436,1.071,,,,,
0.2842,0.0233,2.1119,,,,,
0.6711,0.0186,1.1685,,,,,
0.2283,0.0138,0.9883,,,,,
0.2147,0.0127,0.9951,,,,,
0.247,0.0339,0.9362,,,,,
0.2549,0.0419,0.9472,,,,,
0.3401,0.0156,1.5137,,,,,
0.4106,0.0557,1.3651,,,,,
0.6732,0.0827,2.1543,,,,,
0.4875,0.0201,1.4977,,,,,
0.4305,0.0234,1.3183,,,,,
0.3096,0.0164,1.1614,,,,,
0.3085,0.0542,1.0259,,,,,
0.2343,0.0342,1.9848,,,,,
0.5789,0.0596,2.2555,,,,,
0.4983,0.05,1.9974,,,,,
0.3176,0.0171,1.424,,,,,
0.2435,0.0138,1.0985,,,,,
0.2533,0.0147,1.3692,,,,,
0.2458,0.0143,1.0201,,,,,
0.2355,0.0137,1.0578,,,,,
0.3611,0.0529,2.3145,,,,,
0.5071,0.0571,1.359,,,,,
0.3403,0.0172,1.2179,,,,,
0.2894,0.035,1.1852,,,,,
0.313,0.0376,1.1229,,,,,
0.3219,0.0378,1.2391,,,,,
0.3285,0.0367,1.2332,,,,,
0.3096,0.0171,1.4978,,,,,
0.6084,0.0685,2.0917,,,,,
0.515,0.2426,1.22,,,,,
0.4992,0.1334,1.1945,,,,,
0.3804,0.039,1.2741,,,,,
0.3684,0.0397,1.2078,,,,,
0.3482,0.0374,1.1074,,,,,
0.571,0.0614,1.2956,,,,,
0.8558,0.0625,2.4063,,,,,
0.4874,0.0461,1.4278,,,,,
0.3443,0.0398,1.1872,,,,,
0.3228,0.0388,1.0507,,,,,
0.2649,0.0444,0.9944,,,,,
0.2441,0.0148,1.0549,,,,,
0.2406,0.0144,2.1536,,,,,
0.5704,0.0195,1.3781,,,,,
0.4679,0.061,1.5657,,,,,
0.4631,0.0559,1.2459,,,,,
0.3143,0.0378,1.1157,,,,,
0.3129,0.0378,1.2031,,,,,
0.3087,0.045,1.1467,,,,,
0.2754,0.0448,1.6556,,,,,
0.5592,0.051,1.7197,,,,,
0.3912,0.0184,1.2868,,,,,
0.3509,0.0441,1.3531,,,,,
0.3668,0.0449,1.0789,,,,,
0.2446,0.0149,1.3066,,,,,
0.2616,0.0147,1.1647,,,,,
0.2969,0.0365,2.2496,,,,,
0.4072,0.0554,1.7056,,,,,
0.3255,0.0374,1.1864,,,,,
0.3554,0.0445,0.9776,,,,,
0.2152,0.0128,1.2757,,,,,
0.2992,0.0227,1.0928,,,,,
0.2492,0.015,1.0263,,,,,
0.2274,0.0136,1.1211,,,,,
0.4574,0.0508,1.6224,,,,,
0.5335,0.0573,1.3029,,,,,
0.3351,0.0494,1.0016,,,,,
0.3464,0.0362,0.9457,,,,,
0.2282,0.0137,0.978,,,,,
0.2173,0.0128,1.0645,,,,,
0.3367,0.0159,1.1093,,,,,
0.2203,0.0136,1.1554,,,,,
0.2458,0.0352,1.2668,,,,,
0.5567,0.0448,1.7899,,,,,
0.431,0.0436,1.8215,,,,,
0.2891,0.0432,0.9152,,,,,
0.2195,0.0127,1.0013,,,,,
0.2086,0.0125,0.978,,,,,
0.2065,0.0124,0.9824,,,,,
0.2056,0.0119,1.3329,,,,,
0.3099,0.0364,1.2028,,,,,
0.4104,0.0416,2.7614,,,,,
0.4332,0.0567,1.2258,,,,,
0.2973,0.0369,0.9901,,,,,
0.2518,0.0352,0.9585,,,,,
0.2758,0.0487,1.0545,,,,,
0.3303,0.0363,1.1498,,,,,
0.2555,0.0145,1.4064,,,,,
0.626,0.056,2.3148,,,,,
0.5497,0.0282,2.1491,,,,,
0.3428,0.0182,1.4037,,,,,
0.2428,0.0145,1.0611,,,,,
0.2538,0.0349,1.2863,,,,,
0.2465,0.0163,1.0827,,,,,
0.224,0.0142,1.0319,,,,,
0.4769,0.0536,2.0638,,,,,
0.5388,0.0509,1.7987,,,,,
0.5102,0.0629,1.2171,,,,,
0.2823,0.0503,1.3611,,,,,
0.3415,0.0174,1.3616,,,,,
0.2424,0.0142,1.1583,,,,,
0.217,0.0128,0.9784,,,,,
0.3104,0.0493,1.4951,,,,,
0.422,0.0694,1.4722,,,,,
0.4755,0.0543,1.0694,,,,,
0.4737,0.035,0.9648,,,,,
0.2478,0.0338,0.9339,,,,,
0.2698,0.0342,0.9566,,,,,
0.2375,0.013,1.027,,,,,
0.2282,0.0126,0.9846,,,,,
0.2102,0.0125,1.4634,,,,,
0.5068,0.0565,1.5067,,,,,
0.3525,0.0388,1.2874,,,,,
0.4435,0.0416,1.4098,,,,,
0.3982,0.0404,1.4104,,,,,
0.3269,0.0382,0.9613,,,,,
0.2483,0.0337,0.9663,,,,,
0.2374,0.0336,0.995,,,,,
0.3276,0.0359,1.417,,,,,
0.54,0.0576,1.7489,,,,,
0.3348,0.0166,1.1106,,,,,
0.2665,0.016,1.2748,,,,,
0.299,0.0161,1.0274,,,,,
0.2228,0.0132,1.0955,,,,,
0.2353,0.0345,0.9136,,,,,
0.2428,0.041,0.9843,,,,,
0.2271,0.0334,1.1147,,,,,
0.4065,0.0403,1.9718,,,,,
0.4071,0.0186,1.5329,,,,,
0.2487,0.0139,1.0194,,,,,
0.2279,0.0133,1.0561,,,,,
0.2307,0.0143,1.0495,,,,,
0.2541,0.0474,0.9506,,,,,
0.2514,0.0419,0.9897,,,,,
0.2359,0.0339,0.921,,,,,
0.2481,0.0486,1.4157,,,,,
0.4728,0.034,1.248,,,,,
0.2568,0.0152,1.1701,,,,,
0.2168,0.0126,0.9717,,,,,
0.2195,0.0131,0.9498,,,,,
0.2244,0.0335,0.9569,,,,,
0.224,0.033,1.0899,,,,,
0.3397,0.0459,1.0594,,,,,
0.3371,0.0177,1.1515,,,,,
0.3179,0.0224,1.5708,,,,,
0.4743,0.0194,1.2982,,,,,
0.291,0.0365,1.2321,,,,,
0.2195,0.0129,1.0808,,,,,
0.2396,0.0157,1.0496,,,,,
0.2188,0.0129,0.9666,,,,,
0.2108,0.0125,0.9728,,,,,
0.2074,0.0121,1.032,,,,,
0.2681,0.0356,1.0336,,,,,
0.3667,0.0527,1.7497,,,,,
0.4603,0.0563,1.3104,,,,,
0.3592,0.0367,0.9574,,,,,
0.2175,0.0132,0.9723,,,,,
0.2182,0.013,0.9789,,,,,
0.2076,0.0124,0.9836,,,,,
0.2146,0.0654,0.9065,,,,,
0.2267,0.0335,0.9296,,,,,
0.261,0.0342,0.9302,,,,,
0.387,0.0564,2.337,,,,,
0.6443,0.0574,1.7586,,,,,
0.3426,0.0468,1.0865,,,,,
0.2348,0.0331,1.0162,,,,,
0.24,0.0163,1.1301,,,,,
0.23,0.0331,1.2201,,,,,
0.2313,0.0127,1.1069,,,,,
0.2479,0.0138,1.334,,,,,
0.3694,0.0191,2.3695,,,,,
0.3941,0.0225,1.5018,,,,,
0.3888,0.0535,1.2663,,,,,
0.3375,0.0388,1.0989,,,,,
0.2479,0.0356,1.0625,,,,,
0.2685,0.035,1.0783,,,,,
0.2458,0.014,1.3299,,,,,
0.4561,0.0295,1.7379,,,,,
0.4127,0.0607,1.3052,,,,,
0.4499,0.0183,1.0569,,,,,
0.2574,0.0434,0.8967,,,,,
0.2142,0.0124,1.0044,,,,,
0.2137,0.0128,1.0069,,,,,
0.2095,0.0124,0.9737,,,,,
0.2227,0.0335,1.0532,,,,,
0.2443,0.0345,1.5016,,,,,
0.5286,0.0563,1.3787,,,,,
0.3295,0.0374,1.0131,,,,,
0.2666,0.0139,1.1889,,,,,
0.2566,0.0145,1.0573,,,,,
0.2373,0.0133,1.0055,,,,,
0.2412,0.0139,1.0747,,,,,
0.238,0.0341,0.9333,,,,,
0.2346,0.0341,0.9351,,,,,
0.2512,0.0487,1.8532,,,,,
0.4965,0.043,1.6478,,,,,
0.2713,0.0359,0.9703,,,,,
0.2649,0.0344,1.2164,,,,,
0.5065,0.05,1.1529,,,,,
0.2878,0.0192,0.9735,,,,,
0.22,0.0132,1.1785,,,,,
0.2118,0.0126,1,,,,,
0.2078,0.0124,2.1779,,,,,
0.4178,0.0188,1.5289,,,,,
0.2771,0.0353,0.9612,,,,,
0.2325,0.0339,0.9237,,,,,
0.2489,0.0421,0.9254,,,,,
0.2368,0.1001,1.2221,,,,,
0.291,0.0166,1.1041,,,,,
0.2307,0.0135,1.0002,,,,,
0.2182,0.0131,1.1044,,,,,
0.3515,0.0478,1.5851,,,,,
0.365,0.0493,1.5478,,,,,
0.2528,0.0144,1.099,,,,,
0.2268,0.0129,0.9953,,,,,
0.2098,0.0122,0.99,,,,,
0.2216,0.0332,0.9267,,,,,
0.3003,0.0337,1.0866,,,,,
0.2337,0.0341,0.9288,,,,,
0.2222,0.0331,1.2291,,,,,
0.4695,0.0624,1.8809,,,,,
0.5537,0.0186,1.3943,,,,,
0.2268,0.0183,0.9935,,,,,
0.2286,0.0129,0.9941,,,,,
0.2271,0.0335,0.9636,,,,,
0.2239,0.0331,0.9269,,,,,
0.2407,0.0404,1.0846,,,,,
0.3174,0.0384,1.2912,,,,,
0.4725,0.0571,1.5378,,,,,
0.3736,0.0393,1.1995,,,,,
0.2553,0.0343,0.9446,,,,,
0.2291,0.0339,0.9298,,,,,
0.2088,0.0124,0.9779,,,,,
0.2109,0.0126,0.9766,,,,,
0.2123,0.0127,1.0707,,,,,
0.2053,0.012,0.993,,,,,
0.2375,0.0419,1.0041,,,,,
0.3927,0.0509,1.934,,,,,
0.4743,0.0419,1.3156,,,,,
0.4825,0.0368,1.2455,,,,,
0.2274,0.0138,0.9891,,,,,
0.2159,0.0127,0.9659,,,,,
0.2454,0.013,1.1047,,,,,
0.2071,0.0122,1.026,,,,,
0.2054,0.012,0.9893,,,,,
0.2103,0.0121,1.4756,,,,,
0.516,0.0797,1.7512,,,,,
0.3943,0.0206,1.2223,,,,,
0.2673,0.0351,0.939,,,,,
0.2322,0.0339,1.0029,,,,,
0.2276,0.0336,0.9374,,,,,
0.2233,0.0363,0.9542,,,,,
0.2069,0.0121,1.0946,,,,,
0.2401,0.0135,1.277,,,,,
0.3788,0.0478,1.735,,,,,
0.3719,0.0184,1.4646,,,,,
0.3014,0.0375,1.2728,,,,,
0.2802,0.0367,1.2258,,,,,
0.2502,0.0341,0.9295,,,,,
0.2404,0.0348,0.9941,,,,,
0.3193,0.061,0.9643,,,,,
0.2117,0.0127,0.9941,,,,,
0.2534,0.0201,1.8543,,,,,
0.391,0.0184,1.4141,,,,,
0.2919,0.0357,1.0458,,,,,
0.2395,0.0348,1.1261,,,,,
0.3759,0.0402,1.3576,,,,,
0.3627,0.0484,1.1199,,,,,
0.2559,0.0134,0.999,,,,,
0.2105,0.0122,1.0088,,,,,
0.21,0.0122,1.2308,,,,,
0.4841,0.0495,1.5484,,,,,
0.3522,0.039,1.0202,,,,,
0.2304,0.0337,0.9551,,,,,
0.2311,0.0404,0.9919,,,,,
0.2707,0.0567,1.0387,,,,,
0.286,0.0357,1.1752,,,,,
0.2478,0.0342,1.1839,,,,,
0.2351,0.0346,0.9623,,,,,
0.3349,0.0384,1.4689,,,,,
0.375,0.0212,1.4926,,,,,
0.3097,0.0168,1.0466,,,,,
0.3255,0.0193,1.0522,,,,,
0.2378,0.0132,0.9981,,,,,
0.2243,0.0334,0.9725,,,,,
0.356,0.0585,1.3436,,,,,
0.3727,0.055,1.3141,,,,,
0.7471,0.1333,2.0262,,,,,
0.4874,0.0207,1.4626,,,,,
0.2946,0.0165,1.1016,,,,,
0.2434,0.0193,1.0425,,,,,
0.2213,0.0132,1.0427,,,,,
0.2153,0.0132,1.0906,,,,,
0.2201,0.0131,1.1094,,,,,
0.3133,0.0477,1.1517,,,,,
0.3941,0.0218,2.5781,,,,,
0.4139,0.0417,1.214,,,,,
0.2397,0.0347,0.9842,,,,,
